OG0006567	GO:0043240
OG0007419	GO:0005515;GO:0042981
OG0034474	GO:0016491;GO:0046872;GO:0055114;GO:0015979;GO:0015995;GO:0048529
OG0008096	GO:0046872
OG0018223	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0023463	GO:0003676
OG0030440	GO:0004965;GO:0007186;GO:0016021;GO:0004930
OG0023072	GO:0005507;GO:0016491;GO:0055114
OG0001680	GO:0008270;GO:0005515
OG0034509	GO:0005515
OG0003014	GO:0009263;GO:0055114
OG0021196	GO:0003824;GO:0008152
OG0008480	GO:0003824
OG0019265	GO:0051260;GO:0005249;GO:0006813;GO:0008076
OG0018416	GO:0005515
OG0033792	GO:0004842
OG0031263	GO:0000166;GO:0004825;GO:0005524;GO:0005737;GO:0006431;GO:0004812;GO:0006418
OG0033248	GO:0005515;GO:0007165
OG0002834	GO:0003676
OG0016154	GO:0044237
OG0027517	GO:0005515
OG0011096	GO:0008270
OG0037098	GO:0008168;GO:0031167
OG0024001	GO:0003676
OG0011773	GO:0004478;GO:0006556
OG0036146	GO:0003746;GO:0006414
OG0032090	GO:0000166;GO:0016021
OG0026102	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0021081	GO:0016788;GO:0003824;GO:0008152;GO:0004629;GO:0016042
OG0020987	GO:0003723;GO:0003735;GO:0006412;GO:0015934
OG0019188	GO:0003676
OG0000485	GO:0004672;GO:0005524;GO:0006468
OG0030675	GO:0046983
OG0000670	GO:0006464
OG0000263	GO:0000350;GO:0035091
OG0023028	GO:0003677;GO:0006355;GO:0005634
OG0005977	GO:0003676
OG0004293	GO:0004672;GO:0005524;GO:0006468
OG0034955	GO:0003676
OG0004213	GO:0004672;GO:0005524;GO:0006468
OG0020632	GO:0004672;GO:0005524;GO:0006468;GO:0004674
OG0026638	GO:0005515;GO:0004672;GO:0006468
OG0027543	GO:0008137;GO:0055114;GO:0016651
OG0029685	GO:0005524;GO:0015992;GO:0046034
OG0030841	GO:0003677
OG0028876	GO:0005622;GO:0008270;GO:0005515
OG0004576	GO:0000166;GO:0000287;GO:0004012;GO:0005524;GO:0015914;GO:0016021
OG0025943	GO:0007165
OG0023607	GO:0005525
OG0003388	GO:0005524;GO:0006298;GO:0030983
OG0034297	GO:0009055;GO:0051536
OG0033844	GO:0016021
OG0037494	GO:0005525
OG0017645	GO:0003723;GO:0003743;GO:0005737;GO:0006413
OG0028384	GO:0016020;GO:0005044;GO:0004672;GO:0006468
OG0025647	GO:0005509
OG0026779	GO:0005515
OG0005126	GO:0046983
OG0035909	GO:0000398;GO:0005681
OG0010497	GO:0004356;GO:0006807;GO:0006542;GO:0003824
OG0029967	GO:0005524;GO:0006457;GO:0051082
OG0016032	GO:0005198
OG0013509	GO:0016787
OG0008900	GO:0016616;GO:0055114
OG0021278	GO:0005515
OG0014675	GO:0006879;GO:0008199
OG0013204	GO:0005515
OG0034372	GO:0005634
OG0005638	GO:0003824;GO:0008152;GO:0016787
OG0029657	GO:0015992;GO:0016471;GO:0016820
OG0017673	GO:0008083
OG0003637	GO:0003677;GO:0006310;GO:0015074
OG0031703	GO:0016787
OG0036325	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0035766	GO:0005576;GO:0030414
OG0001150	GO:0005215;GO:0006810;GO:0016020;GO:0055085
OG0031751	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0033684	GO:0003677;GO:0003824;GO:0006281;GO:0016787;GO:0006284
OG0021814	GO:0046872
OG0010993	GO:0003824;GO:0008152;GO:0003676
OG0018715	GO:0003956;GO:0006471
OG0007719	GO:0005515
OG0025301	GO:0016021;GO:0055085
OG0031733	GO:0006811;GO:0016021
OG0006432	GO:0003824;GO:0008152;GO:0008484
OG0033288	GO:0016579;GO:0036459
OG0001435	GO:0005515
OG0029273	GO:0000398;GO:0000956
OG0012663	GO:0004861;GO:0005634;GO:0007050
OG0029751	GO:0005215;GO:0005622;GO:0006810;GO:0016021
OG0000783	GO:0005488
OG0027873	GO:0005525;GO:0003924
OG0031640	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0014467	GO:0003676;GO:0003677;GO:0005634;GO:0006355
OG0029190	GO:0000775;GO:0005634;GO:0045132
OG0028753	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0005933	GO:0005515
OG0021279	GO:0003676
OG0026714	GO:0004252;GO:0006508;GO:0016651;GO:0051536;GO:0055114;GO:0016491
OG0018877	GO:0016020
OG0013500	GO:0005509;GO:0016020
OG0016200	GO:0005525
OG0001634	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0028225	GO:0006400;GO:0016763
OG0036652	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0024884	GO:0003676
OG0017058	GO:0005515
OG0001397	GO:0003676;GO:0003723
OG0011365	GO:0005216;GO:0055085;GO:0005247;GO:0006821;GO:0016020
OG0036270	GO:0003676
OG0017084	GO:0005515
OG0019035	GO:0000387;GO:0005829;GO:0005886;GO:0006821;GO:0006884;GO:0034709;GO:0034715
OG0036314	GO:0042302
OG0010460	GO:0008237;GO:0008270;GO:0004222;GO:0006508;GO:0031012
OG0025262	GO:0003333;GO:0015171;GO:0016020
OG0031121	GO:0005509
OG0010023	GO:0005515
OG0035936	GO:0004725;GO:0006470
OG0026998	GO:0005975;GO:0008184;GO:0004645;GO:0030170
OG0025098	GO:0016810;GO:0016787
OG0023183	GO:0003677
OG0002803	GO:0009607;GO:0016021
OG0022236	GO:0003676
OG0028435	GO:0005515;GO:0042254
OG0004984	GO:0071203
OG0015489	GO:0016491;GO:0055114
OG0009881	GO:0004672;GO:0005524;GO:0006468
OG0016655	GO:0005488
OG0029237	GO:0004129
OG0006205	GO:0005515
OG0014751	GO:0000786;GO:0003677;GO:0005634;GO:0046982
OG0032565	GO:0016020;GO:0016192;GO:0007034
OG0035685	GO:0000105;GO:0003879;GO:0005737
OG0028991	GO:0005506;GO:0016705;GO:0020037;GO:0055114
OG0002042	GO:0046373;GO:0046556;GO:0005525
OG0031927	GO:0005375;GO:0016021;GO:0035434
OG0013067	GO:0004252;GO:0006508
OG0006485	GO:0000723;GO:0003678;GO:0006281
OG0011980	GO:0005515
OG0007674	GO:0004930;GO:0007186;GO:0016021
OG0016030	GO:0005524;GO:0016887;GO:0016020
OG0007041	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0004626	GO:0003676
OG0002276	GO:0005525
OG0001691	GO:0005515
OG0032258	GO:0009190;GO:0016849;GO:0035556
OG0010477	GO:0005761;GO:0006915;GO:0015935
OG0036165	GO:0005215;GO:0006810;GO:0016020
OG0002654	GO:0016020;GO:0004252;GO:0006508
OG0017048	GO:0003924;GO:0005525
OG0009290	GO:0006807;GO:0016810
OG0033721	GO:0008565;GO:0015031;GO:0030904;GO:0042147
OG0023878	GO:0005854
OG0037093	GO:0003743;GO:0006413;GO:0005488;GO:0005515
OG0026660	GO:0003714;GO:0006351
OG0024955	GO:0004930;GO:0007186;GO:0016021
OG0018911	GO:0008080
OG0034261	GO:0003333;GO:0015171;GO:0016020;GO:0006810;GO:0055085
OG0031569	GO:0005869
OG0011229	GO:0016021
OG0000262	GO:0005525;GO:0003924
OG0005432	GO:0004310;GO:0006696;GO:0051996;GO:0009058;GO:0016740
OG0009977	GO:0005509
OG0002623	GO:0005524;GO:0004222;GO:0006508
OG0007430	GO:0004930;GO:0007186;GO:0016021
OG0002324	GO:0006629
OG0003286	GO:0005249;GO:0006813;GO:0008076;GO:0005515;GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0051260
OG0036135	GO:0005515
OG0006507	GO:0016579;GO:0036459;GO:0004222;GO:0008237;GO:0005515
OG0000889	GO:0006812;GO:0015299;GO:0016021;GO:0055085
OG0005363	GO:0003676;GO:0005515
OG0002966	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497
OG0034901	GO:0003677;GO:0008270
OG0002980	GO:0019904
OG0019484	GO:0000398;GO:0003676
OG0022073	GO:0016491;GO:0055114
OG0000852	GO:0004420;GO:0015936;GO:0050662;GO:0055114;GO:0008299;GO:0016021;GO:0050661;GO:0016616;GO:0005789
OG0014113	GO:0003924;GO:0005525
OG0028190	GO:0005515
OG0005112	GO:0003676;GO:0015074
OG0019378	GO:0003676
OG0000166	GO:0005515
OG0014716	GO:0005509;GO:0005576;GO:0007160
OG0008694	GO:0016020
OG0019639	GO:0005515
OG0032894	GO:0003676;GO:0008270;GO:0000387;GO:0000398;GO:0005685
OG0028338	GO:0051225;GO:0070652
OG0023738	GO:0006508;GO:0008233
OG0002271	GO:0008237;GO:0006508;GO:0008270;GO:0004222;GO:0031012
OG0028330	GO:0008430;GO:0005515
OG0008744	GO:0005515
OG0006627	GO:0004672;GO:0006468;GO:0004713
OG0007063	GO:0008080
OG0020555	GO:0008270;GO:0005515
OG0018438	GO:0003824;GO:0009058;GO:0030170
OG0001561	GO:0005515
OG0003113	GO:0004800;GO:0055114
OG0010879	GO:0005216;GO:0006811;GO:0016020;GO:0055085
OG0032783	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0003387	GO:0005515
OG0007435	GO:0003333;GO:0015171;GO:0016020
OG0017043	GO:0006465;GO:0008233;GO:0016020
OG0018177	GO:0004930;GO:0007186;GO:0016021
OG0026677	GO:0003676;GO:0005524
OG0015346	GO:0003676;GO:0016020
OG0001406	GO:0006810;GO:0016020;GO:0005215;GO:0016021
OG0011243	GO:0004725;GO:0006470
OG0013873	GO:0005515
OG0006635	GO:0005515
OG0029292	GO:0016021
OG0033769	GO:0006886;GO:0005515
OG0022070	GO:0003676;GO:0005515;GO:0003723;GO:0003743;GO:0005852;GO:0006413;GO:0031369
OG0032437	GO:0030150;GO:0051087
OG0018477	GO:0003824
OG0010053	GO:0005515
OG0001309	GO:0003824;GO:0004332;GO:0006096
OG0018888	GO:0003677;GO:0003899;GO:0006351
OG0024508	GO:0005515;GO:0005488;GO:0005085;GO:0007264
OG0017676	GO:0008537
OG0028961	GO:0005488
OG0030130	GO:0005509
OG0016791	GO:0003824;GO:0008152
OG0011511	GO:0003700;GO:0006355;GO:0008270;GO:0043565
OG0033270	GO:0003700;GO:0006355
OG0030119	GO:0003774;GO:0005524;GO:0016459;GO:0005515;GO:0005622;GO:0006355
OG0022055	GO:0016491;GO:0055114
OG0037099	GO:0006810;GO:0016021
OG0011616	GO:0005524
OG0027996	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0026811	GO:0004674
OG0030690	GO:0003676
OG0011077	GO:0004602;GO:0006979;GO:0055114
OG0015613	GO:0003676;GO:0008270
OG0013370	GO:0005515
OG0019269	GO:0005515
OG0011089	GO:0008080
OG0019349	GO:0006024;GO:0016021;GO:0016857
OG0019109	GO:0008152;GO:0016491
OG0011211	GO:0005515;GO:0043531
OG0028787	GO:0016616;GO:0055114;GO:0003824;GO:0005975
OG0000604	GO:0005488
OG0006422	GO:0008152;GO:0008168
OG0029423	GO:0006508;GO:0008234
OG0019283	GO:0005515
OG0005156	GO:0005509;GO:0007156;GO:0016020
OG0016985	GO:0005975
OG0037535	GO:0003697;GO:0006260
OG0014227	GO:0004672;GO:0005524;GO:0006468
OG0035431	GO:0004930;GO:0007186;GO:0016021
OG0001690	GO:0003777;GO:0007018;GO:0030286
OG0007173	GO:0042128;GO:0016491;GO:0055114;GO:0030151
OG0023070	GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0005249;GO:0006813;GO:0008076;GO:0051260;GO:0005515
OG0027687	GO:0005164;GO:0006955;GO:0016020;GO:0005515
OG0014251	GO:0003924;GO:0005525
OG0006440	GO:0008270
OG0032567	GO:0005515
OG0012268	GO:0051260;GO:0005515
OG0023123	GO:0003676
OG0001912	GO:0005515
OG0024932	GO:0008146
OG0013676	GO:0016021
OG0020042	GO:0003676
OG0010330	GO:0005515
OG0025186	GO:0004713;GO:0006468;GO:0004672;GO:0005215;GO:0006810
OG0008674	GO:0004674;GO:0004672;GO:0005524;GO:0006468
OG0004581	GO:0005509
OG0034997	GO:0003824;GO:0004332;GO:0006096
OG0019630	GO:0016620;GO:0055114;GO:0006006;GO:0050661;GO:0051287
OG0021374	GO:0000139;GO:0005351;GO:0008643;GO:0016021
OG0030984	GO:0003676;GO:0015074;GO:0008270
OG0001460	GO:0000724
OG0021928	GO:0004553;GO:0005975
OG0014305	GO:0000139;GO:0005351;GO:0008643;GO:0016021
OG0009832	GO:0008234
OG0022899	GO:0003924;GO:0005525
OG0027789	GO:0005215;GO:0006810;GO:0016020
OG0012832	GO:0005089;GO:0035023
OG0004894	GO:0016020
OG0031398	GO:0005509;GO:0004672;GO:0005524;GO:0006468
OG0027861	GO:0003676
OG0024365	GO:0003700;GO:0005634;GO:0006355;GO:0008270;GO:0043565
OG0013208	GO:0005576;GO:0006030;GO:0008061
OG0005806	GO:0005737;GO:0006535;GO:0009001
OG0002283	GO:0008083
OG0025382	GO:0006139
OG0030820	GO:0003677;GO:0004518
OG0030227	GO:0016757
OG0026391	GO:0005509
OG0001697	GO:0005515
OG0011604	GO:0016021
OG0010245	GO:0008537
OG0004820	GO:0000398;GO:0003723;GO:0089701;GO:0003676;GO:0046872
OG0007442	GO:0004129;GO:0005506;GO:0009055;GO:0009060;GO:0016021;GO:0020037;GO:0055114
OG0034762	GO:0042981
OG0017081	GO:0004672;GO:0005524;GO:0006468
OG0000644	GO:0005515;GO:0042981
OG0005572	GO:0016491;GO:0055114;GO:0003884;GO:0046416;GO:0071949
OG0007757	GO:0003676
OG0023605	GO:0005515;GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0005249;GO:0006813;GO:0008076;GO:0051260
OG0010241	GO:0000276;GO:0015986
OG0009606	GO:0003676;GO:0000166;GO:0003677;GO:0003887;GO:0006260;GO:0008408
OG0036845	GO:0005524;GO:0005975;GO:0016773
OG0016354	GO:0004602;GO:0006979;GO:0055114;GO:0035556
OG0030084	GO:0005515
OG0030518	GO:0007186;GO:0016021;GO:0004930
OG0022407	GO:0005515
OG0001180	GO:0046982
OG0001769	GO:0016020;GO:0005044
OG0030771	GO:0004252;GO:0016021
OG0017961	GO:0005515
OG0026646	GO:0005515
OG0015576	GO:0005509
OG0004565	GO:0004930;GO:0007186;GO:0016021
OG0010080	GO:0005975;GO:0016773
OG0006256	GO:0003677;GO:0015074;GO:0006310
OG0011984	GO:0005515
OG0014755	GO:0005524
OG0000915	GO:0009263;GO:0055114
OG0020003	GO:0005515
OG0010885	GO:0005179;GO:0005576
OG0033296	GO:0003676;GO:0046872
OG0034453	GO:0004930;GO:0007186;GO:0016021
OG0028545	GO:0008641
OG0017286	GO:0003735;GO:0005840;GO:0006412
OG0002335	GO:0005515
OG0018231	GO:0008081;GO:0005515;GO:0004114;GO:0007165
OG0004136	GO:0006508;GO:0008236;GO:0004252;GO:0070008
OG0026562	GO:0005515
OG0002671	GO:0001104;GO:0006357;GO:0016592
OG0018237	GO:0005515;GO:0007165
OG0036631	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0003453	GO:0035091
OG0004130	GO:0009190;GO:0016849;GO:0035556;GO:0004672;GO:0006468;GO:0005524
OG0035512	GO:0005515
OG0035177	GO:0005515
OG0033277	GO:0004867
OG0010818	GO:0008519;GO:0016020;GO:0072488;GO:0015696
OG0001365	GO:0005230;GO:0006811;GO:0016021;GO:0005216;GO:0004890;GO:0016020
OG0026700	GO:0003676;GO:0008270
OG0005095	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004827;GO:0005737;GO:0006433
OG0032711	GO:0005375;GO:0016021;GO:0035434
OG0023752	GO:0004298;GO:0005839;GO:0051603
OG0005055	GO:0005201
OG0018576	GO:0006807;GO:0016810;GO:0003952;GO:0005524;GO:0009435
OG0023969	GO:0055085;GO:0003677
OG0003492	GO:0016491;GO:0055114
OG0005554	GO:0005975;GO:0016868;GO:0071704
OG0030854	GO:0004674;GO:0005524;GO:0006468
OG0016029	GO:0016021;GO:0055085
OG0018979	GO:0005515
OG0019217	GO:0045454
OG0020827	GO:0004672;GO:0005524;GO:0006468
OG0007158	GO:0005216;GO:0006811;GO:0016020;GO:0055085
OG0024054	GO:0008289
OG0002245	GO:0003677
OG0016727	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0028804	GO:0016020;GO:0016192
OG0002152	GO:0005515
OG0018072	GO:0001104;GO:0006357;GO:0016592
OG0032135	GO:0003824;GO:0004648;GO:0006564
OG0025581	GO:0003676
OG0021319	GO:0008757;GO:0008119
OG0012843	GO:0003676
OG0014014	GO:0004298;GO:0005839;GO:0051603
OG0031007	GO:0015074;GO:0003676
OG0027002	GO:0006281
OG0015906	GO:0005515
OG0031409	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0032362	GO:0016810;GO:0016787;GO:0000256;GO:0004038;GO:0008270;GO:0050897
OG0008516	GO:0003824;GO:0055114
OG0020287	GO:0005525;GO:0003924
OG0028379	GO:0005515
OG0018195	GO:0006508;GO:0008234
OG0014005	GO:0005525;GO:0003924
OG0034900	GO:0005524
OG0023449	GO:0003676;GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0014268	GO:0030246
OG0037536	GO:0004930;GO:0007186;GO:0016021
OG0028836	GO:0004930;GO:0007186;GO:0016021;GO:0004983
OG0012563	GO:0005524;GO:0006298;GO:0030983
OG0023550	GO:0004672;GO:0005524;GO:0006468
OG0021976	GO:0005515
OG0036294	GO:0004252;GO:0006508
OG0005251	GO:0005515;GO:0004672;GO:0006468;GO:0005524
OG0008736	GO:0045454;GO:0005515
OG0007853	GO:0005509
OG0022719	GO:0005737;GO:0008270;GO:0009086;GO:0047150
OG0006089	GO:0004190;GO:0006508
OG0010134	GO:0003676
OG0030927	GO:0004672;GO:0005524;GO:0006468
OG0023087	GO:0005524;GO:0005737;GO:0016787;GO:0030163
OG0020676	GO:0016491;GO:0055114
OG0034383	GO:0016491;GO:0055114
OG0017636	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0024493	GO:0019904
OG0035453	GO:0004930;GO:0007186;GO:0016021
OG0018128	GO:0005515
OG0009347	GO:0005509
OG0022416	GO:0004672;GO:0005524;GO:0006468
OG0013897	GO:0003951;GO:0008152;GO:0016301;GO:0004143;GO:0007205
OG0027555	GO:0006364;GO:0032040
OG0010281	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0003723;GO:0015934;GO:0016740
OG0007961	GO:0004252;GO:0006508
OG0021114	GO:0005515
OG0023682	GO:0008080
OG0025872	GO:0003824;GO:0050660;GO:0016491;GO:0055114;GO:0016614
OG0033651	GO:0005515
OG0030704	GO:0003735;GO:0005840;GO:0006412;GO:0015934
OG0029409	GO:0008152;GO:0008484;GO:0003824;GO:0008449;GO:0030203
OG0010531	GO:0046983
OG0016920	GO:0005515;GO:0000228
OG0010755	GO:0005509
OG0025861	GO:0004222;GO:0006508;GO:0007155;GO:0016020
OG0012169	GO:0016301;GO:0005515;GO:0005488
OG0032234	GO:0005515
OG0005398	GO:0004553;GO:0005975
OG0000159	GO:0003824;GO:0016715;GO:0055114;GO:0004497;GO:0005507
OG0029721	GO:0006886;GO:0016192;GO:0030131
OG0028927	GO:0005524
OG0005320	GO:0003676
OG0029365	GO:0005525
OG0021263	GO:0016620;GO:0055114;GO:0006006;GO:0050661;GO:0051287
OG0023208	GO:0005737;GO:0006887;GO:0048278
OG0003876	GO:0005515;GO:0003676
OG0002028	GO:0006629
OG0035084	GO:0004252;GO:0016021
OG0037305	GO:0009523;GO:0009654;GO:0015979;GO:0016020
OG0007372	GO:0003873;GO:0005524;GO:0006000;GO:0003824;GO:0006003
OG0025876	GO:0008152;GO:0008484;GO:0003824
OG0017273	GO:0008083;GO:0046872
OG0015465	GO:0004672;GO:0005524;GO:0006468
OG0006078	GO:0008483;GO:0030170;GO:0003824;GO:0003867;GO:0009448
OG0001244	GO:0005515;GO:0016491;GO:0055114;GO:0003677
OG0031440	GO:0005515
OG0009783	GO:0005515;GO:0043531
OG0002242	GO:0004672;GO:0005524;GO:0006468
OG0032317	GO:0016021
OG0009024	GO:0003676
OG0036016	GO:0005854
OG0027842	GO:0006508;GO:0008237;GO:0008270;GO:0004222
OG0000189	GO:0019904;GO:0005515
OG0036334	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0030736	GO:0003676
OG0001981	GO:0016020
OG0000008	GO:0055114;GO:0016491
OG0027346	GO:0003950
OG0035437	GO:0005669;GO:0006352;GO:0046982
OG0025188	GO:0003676
OG0018241	GO:0004252;GO:0006508
OG0013211	GO:0003723;GO:0003676
OG0030992	GO:0005622;GO:0008270
OG0006157	GO:0005215;GO:0006810;GO:0016020
OG0036345	GO:0006508;GO:0008234
OG0022511	GO:0015002;GO:0016020;GO:0004129;GO:0022904
OG0028020	GO:0003723;GO:0003735;GO:0006412;GO:0015934
OG0020897	GO:0016021;GO:0030148;GO:0042284;GO:0006629
OG0014886	GO:0016579;GO:0036459
OG0005370	GO:0004553;GO:0005975
OG0017036	GO:0005634;GO:0006355;GO:0008270
OG0029452	GO:0006810;GO:0016021
OG0007443	GO:0005509
OG0016505	GO:0046982;GO:0000786;GO:0003677
OG0030528	GO:0016209;GO:0016491;GO:0055114
OG0009386	GO:0016020;GO:0030001;GO:0046873;GO:0055085
OG0015325	GO:0005515
OG0028793	GO:0005742;GO:0006605;GO:0006886
OG0031006	GO:0003676
OG0005009	GO:0005215;GO:0006810;GO:0016020
OG0009170	GO:0005515
OG0025290	GO:0005515
OG0015881	GO:0008270
OG0009282	GO:0003735;GO:0005840;GO:0006412;GO:0005622
OG0009801	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0010399	GO:0005524
OG0030679	GO:0003924;GO:0005525;GO:0006614;GO:0008312;GO:0048500
OG0016125	GO:0045454;GO:0016853
OG0034499	GO:0006406;GO:0008541;GO:0043248;GO:0071203
OG0036198	GO:0005515
OG0028318	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0008097
OG0028160	GO:0004420;GO:0055114;GO:0015936;GO:0016616;GO:0050662;GO:0005789;GO:0008299;GO:0050661;GO:0016021
OG0013701	GO:0005515
OG0031372	GO:0003676;GO:0015074
OG0011759	GO:0030695;GO:0005057;GO:0007165
OG0016267	GO:0004146;GO:0006545;GO:0009165;GO:0055114;GO:0050661
OG0008065	GO:0003676;GO:0005639
OG0017284	GO:0003824;GO:0008152
OG0027572	GO:0005515;GO:0003676
OG0025564	GO:0006508;GO:0008234
OG0015973	GO:0003824;GO:0005992
OG0008745	GO:0005515
OG0004555	GO:0006511;GO:0031625
OG0003993	GO:0000287;GO:0004743;GO:0006096;GO:0030955;GO:0003824
OG0012997	GO:0005524
OG0002936	GO:0005509
OG0019576	GO:0003677
OG0030482	GO:0007275;GO:0009966;GO:0016020
OG0017454	GO:0007275;GO:0008270;GO:0045893
OG0004216	GO:0016021;GO:0055085
OG0011916	GO:0005506;GO:0016705;GO:0020037;GO:0055114
OG0034899	GO:0005506;GO:0016705;GO:0020037;GO:0055114
OG0011284	GO:0003677
OG0024502	GO:0005515
OG0024408	GO:0007165;GO:0043087
OG0001286	GO:0004672;GO:0005524;GO:0006468;GO:0004674
OG0012830	GO:0005524;GO:0016887
OG0033903	GO:0003676
OG0025668	GO:0004930;GO:0007186;GO:0016021
OG0014323	GO:0006508;GO:0008233
OG0018511	GO:0005515
OG0035674	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0010807	GO:0003824;GO:0016715;GO:0055114;GO:0004497;GO:0005507;GO:0006508;GO:0008233
OG0029017	GO:0006099;GO:0016829;GO:0003824;GO:0004333;GO:0006106;GO:0045239
OG0037368	GO:0042302
OG0010946	GO:0004672;GO:0005524;GO:0006468
OG0015988	GO:0003677
OG0007631	GO:0005488
OG0017308	GO:0005230;GO:0006811;GO:0016021
OG0002040	GO:0016702;GO:0046872;GO:0055114;GO:0005515
OG0024704	GO:0008168
OG0030234	GO:0003735;GO:0005840;GO:0006412
OG0011008	GO:0009143;GO:0047429
OG0021641	GO:0008152;GO:0016491
OG0027072	GO:0042256;GO:0043022
OG0002638	GO:0006396;GO:0005515
OG0002451	GO:0005509;GO:0016020;GO:0007156
OG0018610	GO:0003676
OG0035641	GO:0016787;GO:0070006
OG0009689	GO:0004553;GO:0005975;GO:0003824;GO:0030246
OG0004888	GO:0005515
OG0029742	GO:0045454
OG0014354	GO:0005515;GO:0005525
OG0030221	GO:0004843;GO:0005622;GO:0006511
OG0015598	GO:0005515;GO:0003700;GO:0006355;GO:0000975
OG0010599	GO:0003723;GO:0003735;GO:0006412;GO:0015934
OG0011895	GO:0008168;GO:0032259
OG0006788	GO:0005515;GO:0003743;GO:0005737;GO:0005852
OG0011334	GO:0019239
OG0012110	GO:0005524;GO:0006457;GO:0006950;GO:0051082
OG0018648	GO:0008146
OG0024960	GO:0005730;GO:0008168
OG0022839	GO:0000145;GO:0006887
OG0028898	GO:0005515
OG0012211	GO:0003676;GO:0003677;GO:0006310;GO:0015074
OG0018087	GO:0003700;GO:0005634;GO:0006355
OG0002362	GO:0004970;GO:0005234;GO:0016020
OG0017901	GO:0005509;GO:0007155;GO:0005576
OG0027530	GO:0003824
OG0000784	GO:0005634;GO:0051028;GO:0005515
OG0024532	GO:0005509
OG0030989	GO:0003676
OG0034562	GO:0005515;GO:0007009
OG0031860	GO:0005216;GO:0006811;GO:0016021;GO:0005230
OG0000757	GO:0005737;GO:0006914;GO:0008641
OG0013072	GO:0003735;GO:0005840;GO:0006412;GO:0003723;GO:0015935
OG0010144	GO:0006511
OG0024933	GO:0006886;GO:0016192;GO:0030117;GO:0005488
OG0022388	GO:0003922;GO:0005524;GO:0006164;GO:0006177
OG0015421	GO:0046983
OG0016691	GO:0005515
OG0027312	GO:0005515
OG0020098	GO:0046983
OG0029719	GO:0016021
OG0005555	GO:0001518;GO:0005248;GO:0006814;GO:0005216;GO:0006811;GO:0016020;GO:0055085
OG0029351	GO:0005102;GO:0005576;GO:0007275;GO:0016055
OG0027954	GO:0016829;GO:0004139;GO:0005737;GO:0009264;GO:0003824
OG0032979	GO:0005524;GO:0016887
OG0021277	GO:0005509
OG0000500	GO:0005524;GO:0016881;GO:0045116;GO:0008641
OG0037249	GO:0016020;GO:0008519;GO:0015696
OG0019302	GO:0008152;GO:0016746
OG0002249	GO:0005525
OG0034748	GO:0005215;GO:0006810;GO:0016020;GO:0055085
OG0029188	GO:0015501;GO:0015813;GO:0016021
OG0027468	GO:0005507;GO:0008131;GO:0009308;GO:0048038;GO:0055114
OG0004552	GO:0003677;GO:0046983;GO:0000977;GO:0045944
OG0004241	GO:0016310;GO:0016772;GO:0003824;GO:0005524;GO:0016301;GO:0006090;GO:0050242
OG0023223	GO:0004930;GO:0007186;GO:0016021;GO:0007601
OG0029018	GO:0006777;GO:0046872;GO:0003824;GO:0051536;GO:0019008;GO:0051539
OG0015492	GO:0009523;GO:0015979;GO:0016020
OG0008739	GO:0005861
OG0000232	GO:0005515
OG0028170	GO:0003743;GO:0006413;GO:0003723
OG0008939	GO:0003779;GO:0007010
OG0019931	GO:0004842
OG0013674	GO:0007034
OG0012902	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0019604	GO:0046872
OG0037273	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0006261	GO:0004930;GO:0007186;GO:0016021
OG0025001	GO:0003777;GO:0005524;GO:0007018;GO:0008017
OG0019581	GO:0001932;GO:0005952;GO:0008603
OG0015927	GO:0003777;GO:0005524;GO:0007018;GO:0008017
OG0000989	GO:0016429;GO:0030488;GO:0031515
OG0000472	GO:0004781;GO:0000103;GO:0004020;GO:0005524
OG0003613	GO:0019904
OG0006402	GO:0003824;GO:0008152;GO:0016747
OG0032968	GO:0005737;GO:0006415;GO:0016149;GO:0003747
